League,Date,HomeTeam,AwayTeam,HomeGoals,AwayGoals,Result
English League 1,14/08/93,Barnet,Hull,1.0,2.0,A
English League 1,14/08/93,Bradford,Brighton,2.0,0.0,H
English League 1,14/08/93,Brentford,Exeter,2.0,1.0,H
English League 1,14/08/93,Bristol Rvs,Bournemouth,0.0,1.0,A
English League 1,14/08/93,Burnley,Port Vale,2.0,1.0,H
English League 1,14/08/93,Cambridge,Blackpool,3.0,2.0,H
English League 1,14/08/93,Cardiff,Leyton Orient,2.0,0.0,H
English League 1,14/08/93,Hartlepool,Fulham,0.0,1.0,A
English League 1,14/08/93,Huddersfield,Reading,0.0,3.0,A
English League 1,14/08/93,Plymouth,Stockport,2.0,3.0,A
English League 1,14/08/93,Wrexham,Rotherham,3.0,3.0,D
English League 1,14/08/93,York,Swansea,2.0,1.0,H
English League 1,21/08/93,Blackpool,Brentford,1.0,1.0,D
English League 1,21/08/93,Bournemouth,Bradford,1.0,1.0,D
English League 1,21/08/93,Brighton,Hartlepool,1.0,1.0,D
English League 1,21/08/93,Exeter,York,1.0,2.0,A
English League 1,21/08/93,Fulham,Cardiff,1.0,3.0,A
English League 1,21/08/93,Hull,Plymouth,2.0,2.0,D
English League 1,21/08/93,Leyton Orient,Bristol Rvs,1.0,0.0,H
English League 1,21/08/93,Port Vale,Barnet,6.0,0.0,H
English League 1,21/08/93,Reading,Burnley,2.0,1.0,H
English League 1,21/08/93,Rotherham,Huddersfield,2.0,3.0,A
English League 1,21/08/93,Stockport,Cambridge,3.0,1.0,H
English League 1,21/08/93,Swansea,Wrexham,3.0,1.0,H
English League 1,28/08/93,Barnet,Swansea,0.0,1.0,A
English League 1,28/08/93,Bradford,Exeter,6.0,0.0,H
English League 1,28/08/93,Brentford,Reading,1.0,0.0,H
English League 1,28/08/93,Bristol Rvs,Fulham,2.0,1.0,H
English League 1,28/08/93,Burnley,Leyton Orient,4.0,1.0,H
English League 1,28/08/93,Cambridge,Hull,3.0,4.0,A
English League 1,28/08/93,Cardiff,Brighton,2.0,2.0,D
English League 1,28/08/93,Hartlepool,Bournemouth,1.0,1.0,D
English League 1,28/08/93,Huddersfield,Stockport,1.0,1.0,D
English League 1,28/08/93,Plymouth,Port Vale,2.0,0.0,H
English League 1,28/08/93,Wrexham,Blackpool,2.0,3.0,A
English League 1,28/08/93,York,Rotherham,0.0,0.0,D
English League 1,31/08/93,Blackpool,Plymouth,2.0,1.0,H
English League 1,31/08/93,Bournemouth,York,3.0,1.0,H
English League 1,31/08/93,Exeter,Cardiff,2.0,2.0,D
English League 1,31/08/93,Fulham,Wrexham,0.0,0.0,D
English League 1,31/08/93,Hull,Brentford,1.0,0.0,H
English League 1,31/08/93,Leyton Orient,Hartlepool,1.0,2.0,A
English League 1,31/08/93,Port Vale,Cambridge,2.0,2.0,D
English League 1,31/08/93,Rotherham,Burnley,3.0,2.0,H
English League 1,31/08/93,Stockport,Bradford,4.0,1.0,H
English League 1,31/08/93,Swansea,Huddersfield,1.0,0.0,H
English League 1,01/09/93,Brighton,Bristol Rvs,0.0,2.0,A
English League 1,01/09/93,Reading,Barnet,4.0,1.0,H
English League 1,04/09/93,Blackpool,Barnet,3.0,1.0,H
English League 1,04/09/93,Bournemouth,Burnley,1.0,0.0,H
English League 1,04/09/93,Brighton,Huddersfield,2.0,2.0,D
English League 1,04/09/93,Exeter,Hartlepool,2.0,1.0,H
English League 1,04/09/93,Fulham,Bradford,1.0,1.0,D
English League 1,04/09/93,Hull,Bristol Rvs,3.0,0.0,H
English League 1,04/09/93,Leyton Orient,York,2.0,0.0,H
English League 1,04/09/93,Port Vale,Cardiff,2.0,2.0,D
English League 1,04/09/93,Reading,Cambridge,3.0,1.0,H
English League 1,04/09/93,Rotherham,Brentford,2.0,0.0,H
English League 1,04/09/93,Stockport,Wrexham,1.0,0.0,H
English League 1,04/09/93,Swansea,Plymouth,0.0,1.0,A
English League 1,11/09/93,Barnet,Bournemouth,1.0,2.0,A
English League 1,11/09/93,Bradford,Blackpool,2.0,1.0,H
English League 1,11/09/93,Brentford,Swansea,1.0,1.0,D
English League 1,11/09/93,Bristol Rvs,Port Vale,2.0,0.0,H
English League 1,11/09/93,Burnley,Fulham,3.0,1.0,H
English League 1,11/09/93,Cambridge,Rotherham,0.0,1.0,A
English League 1,11/09/93,Cardiff,Hull,3.0,4.0,A
English League 1,11/09/93,Hartlepool,Stockport,1.0,0.0,H
English League 1,11/09/93,Huddersfield,Exeter,0.0,1.0,A
English League 1,11/09/93,Plymouth,Leyton Orient,3.0,1.0,H
English League 1,11/09/93,Wrexham,Reading,3.0,2.0,H
English League 1,11/09/93,York,Brighton,3.0,1.0,H
English League 1,14/09/93,Barnet,Fulham,0.0,2.0,A
English League 1,14/09/93,Brentford,Leyton Orient,0.0,1.0,A
English League 1,14/09/93,Burnley,Brighton,3.0,0.0,H
English League 1,14/09/93,Cambridge,Swansea,2.0,0.0,H
English League 1,14/09/93,Hartlepool,Blackpool,2.0,0.0,H
English League 1,14/09/93,Huddersfield,Port Vale,1.0,1.0,D
English League 1,14/09/93,Plymouth,Rotherham,4.0,2.0,H
English League 1,14/09/93,Wrexham,Hull,3.0,0.0,H
English League 1,14/09/93,York,Stockport,1.0,2.0,A
English League 1,15/09/93,Bradford,Reading,2.0,4.0,A
English League 1,15/09/93,Bristol Rvs,Exeter,1.0,1.0,D
English League 1,18/09/93,Blackpool,Cardiff,1.0,0.0,H
English League 1,18/09/93,Bournemouth,Cambridge,1.0,2.0,A
English League 1,18/09/93,Brighton,Brentford,2.0,1.0,H
English League 1,18/09/93,Exeter,Wrexham,5.0,0.0,H
English League 1,18/09/93,Fulham,York,0.0,1.0,A
English League 1,18/09/93,Hull,Huddersfield,2.0,1.0,H
English League 1,18/09/93,Leyton Orient,Barnet,4.0,2.0,H
English League 1,18/09/93,Port Vale,Hartlepool,1.0,0.0,H
English League 1,18/09/93,Reading,Plymouth,3.0,2.0,H
English League 1,18/09/93,Rotherham,Bristol Rvs,1.0,1.0,D
English League 1,18/09/93,Stockport,Burnley,2.0,1.0,H
English League 1,18/09/93,Swansea,Bradford,2.0,0.0,H
English League 1,25/09/93,Blackpool,Bournemouth,2.0,1.0,H
English League 1,25/09/93,Bradford,Cambridge,2.0,0.0,H
English League 1,25/09/93,Brentford,Port Vale,1.0,2.0,A
English League 1,25/09/93,Bristol Rvs,Burnley,3.0,1.0,H
English League 1,25/09/93,Cardiff,Plymouth,2.0,3.0,A
English League 1,25/09/93,Exeter,Swansea,1.0,0.0,H
English League 1,25/09/93,Hartlepool,York,0.0,2.0,A
English League 1,25/09/93,Huddersfield,Fulham,1.0,0.0,H
English League 1,25/09/93,Leyton Orient,Brighton,1.0,3.0,A
English League 1,25/09/93,Reading,Hull,1.0,1.0,D
English League 1,25/09/93,Stockport,Rotherham,2.0,0.0,H
English League 1,25/09/93,Wrexham,Barnet,4.0,0.0,H
English League 1,01/10/93,Swansea,Reading,1.0,1.0,D
English League 1,02/10/93,Barnet,Bristol Rvs,1.0,2.0,A
English League 1,02/10/93,Bournemouth,Stockport,1.0,1.0,D
English League 1,02/10/93,Brighton,Exeter,0.0,0.0,D
English League 1,02/10/93,Burnley,Hartlepool,2.0,0.0,H
English League 1,02/10/93,Cambridge,Brentford,1.0,1.0,D
English League 1,02/10/93,Fulham,Leyton Orient,2.0,3.0,A
English League 1,02/10/93,Hull,Bradford,3.0,1.0,H
English League 1,02/10/93,Plymouth,Huddersfield,2.0,0.0,H
English League 1,02/10/93,Port Vale,Wrexham,3.0,0.0,H
English League 1,02/10/93,Rotherham,Blackpool,0.0,2.0,A
English League 1,02/10/93,York,Cardiff,5.0,0.0,H
English League 1,09/10/93,Brighton,Stockport,1.0,1.0,D
English League 1,09/10/93,Bristol Rvs,Bradford,4.0,3.0,H
English League 1,09/10/93,Burnley,Plymouth,4.0,2.0,H
English League 1,09/10/93,Exeter,Reading,4.0,6.0,A
English League 1,09/10/93,Fulham,Bournemouth,0.0,2.0,A
English League 1,09/10/93,Hartlepool,Brentford,0.0,1.0,A
English League 1,09/10/93,Leyton Orient,Rotherham,1.0,1.0,D
English League 1,09/10/93,Port Vale,Hull,2.0,1.0,H
English League 1,09/10/93,Swansea,Blackpool,4.0,4.0,D
English League 1,09/10/93,Wrexham,Cambridge,1.0,1.0,D
English League 1,09/10/93,York,Huddersfield,0.0,2.0,A
English League 1,10/10/93,Barnet,Cardiff,0.0,0.0,D
English League 1,16/10/93,Blackpool,Port Vale,1.0,3.0,A
English League 1,16/10/93,Bournemouth,Brighton,2.0,1.0,H
English League 1,16/10/93,Bradford,Burnley,0.0,1.0,A
English League 1,16/10/93,Brentford,Wrexham,2.0,1.0,H
English League 1,16/10/93,Cambridge,Hartlepool,1.0,0.0,H
English League 1,16/10/93,Cardiff,Bristol Rvs,1.0,2.0,A
English League 1,16/10/93,Huddersfield,Barnet,1.0,2.0,A
English League 1,16/10/93,Hull,Fulham,1.0,1.0,D
English League 1,16/10/93,Plymouth,York,2.0,1.0,H
English League 1,16/10/93,Reading,Leyton Orient,2.0,1.0,H
English League 1,16/10/93,Rotherham,Swansea,1.0,1.0,D
English League 1,16/10/93,Stockport,Exeter,4.0,0.0,H
English League 1,23/10/93,Barnet,Cambridge,2.0,3.0,A
English League 1,23/10/93,Brighton,Rotherham,0.0,2.0,A
English League 1,23/10/93,Bristol Rvs,Plymouth,0.0,0.0,D
English League 1,23/10/93,Burnley,Huddersfield,1.0,1.0,D
English League 1,23/10/93,Exeter,Blackpool,1.0,0.0,H
English League 1,23/10/93,Fulham,Stockport,0.0,1.0,A
English League 1,23/10/93,Hartlepool,Bradford,1.0,2.0,A
English League 1,23/10/93,Leyton Orient,Bournemouth,0.0,0.0,D
English League 1,23/10/93,Port Vale,Reading,0.0,4.0,A
English League 1,23/10/93,Swansea,Hull,1.0,0.0,H
English League 1,23/10/93,Wrexham,Cardiff,3.0,1.0,H
English League 1,23/10/93,York,Brentford,0.0,2.0,A
English League 1,30/10/93,Blackpool,Brighton,2.0,0.0,H
English League 1,30/10/93,Bournemouth,Exeter,1.0,1.0,D
English League 1,30/10/93,Bradford,York,0.0,0.0,D
English League 1,30/10/93,Brentford,Barnet,1.0,0.0,H
English League 1,30/10/93,Cambridge,Burnley,0.0,1.0,A
English League 1,30/10/93,Cardiff,Hartlepool,2.0,2.0,D
English League 1,30/10/93,Huddersfield,Bristol Rvs,1.0,0.0,H
English League 1,30/10/93,Hull,Leyton Orient,0.0,1.0,A
English League 1,30/10/93,Plymouth,Wrexham,1.0,1.0,D
English League 1,30/10/93,Reading,Fulham,1.0,0.0,H
English League 1,30/10/93,Rotherham,Port Vale,0.0,2.0,A
English League 1,30/10/93,Stockport,Swansea,4.0,0.0,H
English League 1,02/11/93,Blackpool,Hull,6.0,2.0,H
English League 1,02/11/93,Bradford,Huddersfield,3.0,0.0,H
English League 1,02/11/93,Brentford,Cardiff,1.0,1.0,D
English League 1,02/11/93,Brighton,Wrexham,1.0,1.0,D
English League 1,02/11/93,Cambridge,Plymouth,2.0,0.0,H
English League 1,02/11/93,Exeter,Fulham,6.0,4.0,H
English League 1,02/11/93,Hartlepool,Barnet,2.0,1.0,H
English League 1,02/11/93,Rotherham,Reading,2.0,2.0,D
English League 1,02/11/93,Stockport,Leyton Orient,3.0,0.0,H
English League 1,02/11/93,Swansea,Burnley,3.0,1.0,H
English League 1,02/11/93,York,Bristol Rvs,0.0,1.0,A
English League 1,06/11/93,Barnet,Bradford,1.0,2.0,A
English League 1,06/11/93,Bristol Rvs,Hartlepool,1.0,1.0,D
English League 1,06/11/93,Burnley,York,2.0,1.0,H
English League 1,06/11/93,Cardiff,Stockport,3.0,1.0,H
English League 1,06/11/93,Fulham,Brighton,0.0,1.0,A
English League 1,06/11/93,Huddersfield,Cambridge,1.0,1.0,D
English League 1,06/11/93,Hull,Rotherham,4.0,1.0,H
English League 1,06/11/93,Leyton Orient,Exeter,1.0,1.0,D
English League 1,06/11/93,Plymouth,Brentford,1.0,1.0,D
English League 1,06/11/93,Port Vale,Swansea,3.0,0.0,H
English League 1,06/11/93,Reading,Blackpool,1.0,1.0,D
English League 1,06/11/93,Wrexham,Bournemouth,2.0,1.0,H
English League 1,19/11/93,Cambridge,Cardiff,1.0,1.0,D
English League 1,20/11/93,Blackpool,Huddersfield,2.0,1.0,H
English League 1,20/11/93,Bournemouth,Hull,0.0,2.0,A
English League 1,20/11/93,Bradford,Plymouth,1.0,5.0,A
English League 1,20/11/93,Brentford,Burnley,0.0,0.0,D
English League 1,20/11/93,Brighton,Reading,0.0,1.0,A
English League 1,20/11/93,Exeter,Port Vale,1.0,1.0,D
English League 1,20/11/93,Hartlepool,Wrexham,1.0,2.0,A
English League 1,20/11/93,Rotherham,Fulham,1.0,2.0,A
English League 1,20/11/93,Stockport,Bristol Rvs,0.0,2.0,A
English League 1,20/11/93,Swansea,Leyton Orient,1.0,1.0,D
English League 1,20/11/93,York,Barnet,1.0,1.0,D
English League 1,27/11/93,Barnet,Rotherham,2.0,1.0,H
English League 1,27/11/93,Bristol Rvs,Cambridge,2.0,1.0,H
